pair,date,high,low,open,close,volume
USDT_BTC,1421539200,222.0,195.02,200.1,211.42,18205.4
USDT_BTC,1421625600,220.94,207.7,210.05,216.88,12796.4
USDT_BTC,1421712000,217.84,201.98,217.84,211.08,14234.7
USDT_BTC,1421798400,228.9,205.0,211.08,228.59,22796.0
USDT_BTC,1421884800,239.0,226.01,228.59,233.0,25809.3
USDT_BTC,1421971200,240.0,225.55,233.0,233.03,15246.4
USDT_BTC,1422057600,249.99,230.03,233.03,249.99,13633.1
USDT_BTC,1422144000,257.0,241.33,249.99,253.09,28139.7
USDT_BTC,1422230400,309.9,253.09,253.09,269.5,55355.5
USDT_BTC,1422316800,278.51,243.1,269.5,262.99,21293.5
USDT_BTC,1422403200,266.45,225.91,262.99,236.2,27595.1
USDT_BTC,1422489600,242.18,220.0,236.2,234.75,26178.7
USDT_BTC,1422576000,244.98,227.26,234.75,232.6,19832.1
USDT_BTC,1422662400,234.8,215.75,232.6,217.98,19706.2
USDT_BTC,1422748800,220.81,208.48,217.98,214.8,6189.0
USDT_BTC,1422835200,241.98,214.8,214.8,237.97,6423.5
USDT_BTC,1422921600,244.39,223.79,237.97,227.35,17756.6
USDT_BTC,1423008000,231.0,220.02,227.35,227.0,14313.2
USDT_BTC,1423094400,228.94,213.64,227.0,217.0,4314.1
USDT_BTC,1423180800,225.86,214.95,216.81,222.88,4730.3
USDT_BTC,1423267200,231.14,221.77,223.37,228.61,6356.0
USDT_BTC,1423353600,232.89,219.7,228.3,224.19,5456.9
USDT_BTC,1423440000,225.99,215.0,224.19,220.72,19478.9
USDT_BTC,1423526400,222.0,215.0,220.72,220.95,6332.2
USDT_BTC,1423612800,223.43,217.99,220.95,219.12,9298.5
USDT_BTC,1423699200,223.07,218.17,219.55,222.46,4010.2
USDT_BTC,1423785600,242.35,221.37,223.0,236.86,8077.5
USDT_BTC,1423872000,259.31,236.9,237.0,257.9,10813.6
USDT_BTC,1423958400,265.89,227.75,256.99,234.01,18474.5
USDT_BTC,1424044800,241.23,229.2,234.01,236.55,12321.0
USDT_BTC,1424131200,248.78,232.01,236.55,244.96,11898.4
USDT_BTC,1424217600,247.0,232.24,244.96,235.79,6766.0
USDT_BTC,1424304000,245.01,235.66,237.37,242.67,4730.2
USDT_BTC,1424390400,248.96,239.41,240.59,246.1,4559.1
USDT_BTC,1424476800,247.48,244.0,245.48,245.87,1553.3
USDT_BTC,1424563200,247.42,232.48,245.41,236.68,6739.6
USDT_BTC,1424649600,240.66,232.05,236.68,238.92,3706.7
USDT_BTC,1424736000,240.88,236.3,239.65,239.69,2430.9
USDT_BTC,1424822400,240.61,236.0,239.94,238.0,1735.6
USDT_BTC,1424908800,238.55,234.01,237.97,236.7,3498.7
USDT_BTC,1424995200,256.15,236.16,236.7,253.06,22016.8
USDT_BTC,1425081600,254.29,245.2,253.06,252.98,3613.2
USDT_BTC,1425168000,260.0,245.0,253.47,255.81,5062.1
USDT_BTC,1425254400,274.81,256.0,258.34,274.0,9781.9
USDT_BTC,1425340800,284.95,265.89,274.0,279.0,22213.4
USDT_BTC,1425427200,283.88,264.94,279.0,269.83,14281.7
USDT_BTC,1425513600,280.5,262.2,269.83,273.8,11360.4
USDT_BTC,1425600000,276.46,269.0,273.8,273.26,6996.3
USDT_BTC,1425686400,279.48,270.0,273.26,275.59,5605.6
USDT_BTC,1425772800,277.59,271.12,275.59,274.89,4455.3
USDT_BTC,1425859200,289.0,274.17,274.89,287.0,11984.2
USDT_BTC,1425945600,296.8,283.96,287.0,290.24,12857.0
USDT_BTC,1426032000,296.74,285.83,290.24,295.11,6784.5
USDT_BTC,1426118400,297.95,289.0,295.11,295.56,8145.8
USDT_BTC,1426204800,295.84,282.99,295.56,284.4,9178.7
USDT_BTC,1426291200,287.69,280.46,284.4,282.7,5616.6
USDT_BTC,1426377600,287.75,281.42,282.7,286.4,2426.6
USDT_BTC,1426464000,294.26,285.78,286.4,289.7,6473.8
USDT_BTC,1426550400,292.99,281.9,289.7,284.46,6470.4
USDT_BTC,1426636800,284.48,249.02,284.46,257.29,21120.7
USDT_BTC,1426723200,265.95,249.0,257.29,262.01,14750.1
USDT_BTC,1426809600,265.27,257.0,262.01,262.09,5683.1
USDT_BTC,1426896000,262.62,256.25,262.09,259.8,4622.9
USDT_BTC,1426982400,272.0,259.24,259.8,269.39,5709.7
USDT_BTC,1427068800,270.07,259.5,269.39,265.84,8901.0
USDT_BTC,1427155200,266.52,241.84,265.84,246.93,17591.0
USDT_BTC,1427241600,250.0,236.4,246.93,247.68,13448.5
USDT_BTC,1427328000,253.75,244.91,247.68,249.46,8403.5
USDT_BTC,1427414400,250.52,245.12,249.46,248.09,5845.2
USDT_BTC,1427500800,253.83,247.17,248.09,252.31,5943.8
USDT_BTC,1427587200,252.96,239.96,252.31,242.19,6591.6
USDT_BTC,1427673600,248.86,236.52,242.19,247.69,7880.4
USDT_BTC,1427760000,248.59,238.55,247.69,243.98,8180.6
USDT_BTC,1427846400,246.83,239.32,243.98,245.98,6106.9
USDT_BTC,1427932800,256.96,244.52,245.98,253.16,9880.0
USDT_BTC,1428019200,256.67,251.23,253.16,253.79,5062.4
USDT_BTC,1428105600,255.85,250.76,253.79,253.45,2579.5
USDT_BTC,1428192000,261.0,251.65,253.45,260.5,5807.3
USDT_BTC,1428278400,262.98,254.0,260.5,255.83,5989.9
USDT_BTC,1428364800,256.62,251.5,255.83,254.45,5990.2
USDT_BTC,1428451200,254.96,243.06,254.45,244.09,11647.9
USDT_BTC,1428537600,246.3,238.47,244.09,243.53,7990.9
USDT_BTC,1428624000,243.94,231.0,243.53,234.77,11525.7
USDT_BTC,1428710400,239.42,233.0,234.77,237.34,4103.6
USDT_BTC,1428796800,237.5,233.42,237.34,236.3,2850.1
USDT_BTC,1428883200,236.9,219.64,236.3,222.87,13823.9
USDT_BTC,1428969600,224.79,210.0,222.87,216.42,18432.8
USDT_BTC,1429056000,222.43,214.05,216.42,221.51,9766.3
USDT_BTC,1429142400,229.67,221.51,221.51,227.59,11002.7
USDT_BTC,1429228800,228.29,220.0,227.59,221.86,5767.0
USDT_BTC,1429315200,224.72,220.32,221.86,223.14,4254.1
USDT_BTC,1429401600,227.35,221.91,223.14,222.89,5866.6
USDT_BTC,1429488000,226.51,221.43,222.89,224.07,6013.4
USDT_BTC,1429574400,235.61,223.91,224.07,234.13,9531.3
USDT_BTC,1429660800,238.64,229.1,234.13,233.0,11066.2
USDT_BTC,1429747200,236.22,232.01,233.0,235.14,8021.1
USDT_BTC,1429833600,236.0,228.0,235.14,231.06,8557.1
USDT_BTC,1429920000,232.29,225.7,231.06,226.28,5375.7
USDT_BTC,1430006400,227.26,214.98,226.28,219.49,11260.0
USDT_BTC,1430092800,229.93,217.52,219.49,226.01,13501.8
USDT_BTC,1430179200,228.06,221.45,226.01,225.11,9597.4
USDT_BTC,1430265600,226.99,221.81,225.11,225.49,8661.9
USDT_BTC,1430352000,240.0,224.6,225.49,235.75,12474.8
USDT_BTC,1430438400,239.23,231.04,235.75,231.96,6622.9
USDT_BTC,1430524800,234.9,229.87,231.96,233.9,4381.6
USDT_BTC,1430611200,242.25,232.31,233.9,239.18,4422.5
USDT_BTC,1430697600,242.2,236.07,239.18,237.93,7163.1
USDT_BTC,1430784000,238.99,229.66,237.93,234.37,8788.8
USDT_BTC,1430870400,235.98,227.01,234.37,229.78,8708.9
USDT_BTC,1430956800,240.0,227.35,229.78,236.82,10896.5
USDT_BTC,1431043200,246.57,235.29,236.82,243.16,9617.8
USDT_BTC,1431129600,247.01,238.62,243.16,241.4,5562.4
USDT_BTC,1431216000,244.99,238.02,241.4,239.08,3493.9
USDT_BTC,1431302400,241.0,237.99,239.08,239.0,5171.0
USDT_BTC,1431388800,242.0,238.56,240.06,241.3,5822.4
USDT_BTC,1431475200,244.14,235.06,241.3,236.9,9233.2
USDT_BTC,1431561600,239.7,232.22,236.9,236.95,7711.2
USDT_BTC,1431648000,239.28,235.12,236.95,237.12,4517.9
USDT_BTC,1431734400,237.4,234.0,237.12,235.6,3118.3
USDT_BTC,1431820800,237.0,234.15,235.6,236.05,2628.8
USDT_BTC,1431907200,236.94,231.44,236.05,232.24,7421.7
USDT_BTC,1431993600,234.24,230.86,232.24,231.69,5562.1
USDT_BTC,1432080000,234.86,231.0,231.69,233.8,7681.7
USDT_BTC,1432166400,236.52,233.75,233.8,235.49,4586.6
USDT_BTC,1432252800,240.9,232.92,235.49,238.99,10421.6
USDT_BTC,1432339200,240.67,237.4,238.99,237.71,3295.1
USDT_BTC,1432425600,241.64,237.66,237.71,239.68,2864.6
USDT_BTC,1432512000,240.1,233.1,239.68,235.48,5297.7
USDT_BTC,1432598400,236.23,235.0,235.48,236.21,474.9
USDT_BTC,1432684800,237.35,234.0,236.21,235.34,8615.6
USDT_BTC,1432771200,236.8,234.87,235.34,236.46,4983.0
USDT_BTC,1432857600,236.52,234.0,236.46,236.02,6208.0
USDT_BTC,1432944000,236.21,231.0,236.02,232.07,4263.0
USDT_BTC,1433030400,232.51,228.0,232.07,229.08,4385.7
USDT_BTC,1433116800,231.2,220.65,229.08,223.67,12135.6
USDT_BTC,1433203200,226.38,221.34,223.67,224.78,7796.3
USDT_BTC,1433289600,226.99,222.57,224.78,225.11,5730.8
USDT_BTC,1433376000,225.98,222.0,225.11,222.37,4892.7
USDT_BTC,1433462400,225.9,219.03,222.37,224.49,7893.1
USDT_BTC,1433548800,225.26,223.07,224.49,224.36,2585.8
USDT_BTC,1433635200,225.48,221.86,224.36,222.86,3473.4
USDT_BTC,1433721600,229.4,222.09,222.86,228.11,8948.3
USDT_BTC,1433808000,230.79,226.67,228.11,229.49,9116.0
USDT_BTC,1433894400,229.75,226.83,229.49,227.51,6347.5
USDT_BTC,1433980800,229.57,227.25,227.51,229.01,4721.4
USDT_BTC,1434067200,230.7,228.29,229.01,229.61,5893.3
USDT_BTC,1434153600,232.03,228.06,229.61,231.51,3931.7
USDT_BTC,1434240000,234.0,230.94,231.51,231.77,3541.1
USDT_BTC,1434326400,237.09,231.55,231.77,235.92,10453.0
USDT_BTC,1434412800,252.05,234.35,235.92,248.75,17375.2
USDT_BTC,1434499200,257.39,243.2,248.75,245.78,17474.9
USDT_BTC,1434585600,251.58,240.0,245.78,248.09,11164.4
USDT_BTC,1434672000,249.93,242.14,248.09,243.42,6749.4
USDT_BTC,1434758400,245.56,239.93,243.42,244.69,4503.0
USDT_BTC,1434844800,245.0,241.06,244.69,243.37,1960.7
USDT_BTC,1434931200,247.99,242.64,243.37,247.09,4980.1
USDT_BTC,1435017600,247.25,242.14,247.09,243.78,5073.3
USDT_BTC,1435104000,244.14,238.2,243.78,240.69,6597.9
USDT_BTC,1435190400,242.9,239.18,240.69,241.65,5160.9
USDT_BTC,1435276800,243.44,240.0,241.65,243.2,5140.8
USDT_BTC,1435363200,252.0,242.36,243.2,251.17,7113.6
USDT_BTC,1435449600,251.4,247.04,251.17,248.9,5867.8
USDT_BTC,1435536000,256.94,248.15,248.9,256.38,15337.9
USDT_BTC,1435622400,268.0,255.0,256.38,264.13,19956.7
USDT_BTC,1435708800,265.25,253.81,264.13,257.07,13366.4
USDT_BTC,1435795200,260.77,253.19,257.07,254.69,9722.5
USDT_BTC,1435881600,256.44,252.4,254.69,255.86,8654.5
USDT_BTC,1435968000,261.28,254.05,255.86,260.74,7843.2
USDT_BTC,1436054400,274.74,258.75,260.74,270.33,20910.7
USDT_BTC,1436140800,278.54,267.13,270.33,269.47,20312.4
USDT_BTC,1436227200,271.69,264.01,269.47,266.18,13614.5
USDT_BTC,1436313600,273.0,263.01,266.18,269.39,14420.8
USDT_BTC,1436400000,271.98,265.92,269.39,269.65,13965.0
USDT_BTC,1436486400,294.71,268.63,269.65,286.61,29175.4
USDT_BTC,1436572800,298.05,283.88,286.61,292.02,11468.2
USDT_BTC,1436659200,317.99,291.64,292.02,310.24,22483.4
USDT_BTC,1436745600,310.73,281.0,310.24,292.0,29753.1
USDT_BTC,1436832000,297.13,286.02,292.0,287.96,10331.1
USDT_BTC,1436918400,293.7,285.4,287.96,285.55,9139.0
USDT_BTC,1437004800,292.4,274.92,285.55,277.23,21306.7
USDT_BTC,1437091200,280.73,272.31,278.27,279.43,11791.5
USDT_BTC,1437177600,283.0,276.73,279.43,276.73,9438.4
USDT_BTC,1437264000,278.1,275.12,276.73,275.5,4922.5
USDT_BTC,1437350400,279.16,274.62,275.5,277.73,8914.5
USDT_BTC,1437436800,281.07,276.28,277.73,276.48,8831.7
USDT_BTC,1437523200,277.93,275.0,276.48,277.93,8397.4
USDT_BTC,1437609600,278.55,275.79,277.93,276.67,6582.5
USDT_BTC,1437696000,290.02,275.9,276.67,289.96,13542.8
USDT_BTC,1437782400,292.0,286.5,289.96,289.34,6912.1
USDT_BTC,1437868800,294.0,287.41,289.34,292.84,5451.1
USDT_BTC,1437955200,297.44,286.43,292.84,294.27,14479.2
USDT_BTC,1438041600,297.0,292.19,294.27,293.84,8973.7
USDT_BTC,1438128000,294.67,287.27,293.84,289.63,10200.9
USDT_BTC,1438214400,290.23,284.53,289.63,287.73,7987.0
USDT_BTC,1438300800,289.0,281.8,287.73,284.39,7806.4
USDT_BTC,1438387200,285.16,276.66,284.39,280.77,7104.9
USDT_BTC,1438473600,282.9,276.57,280.77,281.5,4504.3
USDT_BTC,1438560000,285.8,279.52,281.5,282.72,6191.2
USDT_BTC,1438646400,285.88,280.26,282.72,284.65,6341.1
USDT_BTC,1438732800,285.86,280.63,284.65,281.99,6265.7
USDT_BTC,1438819200,281.99,281.99,281.99,281.99,0.0
USDT_BTC,1438905600,281.99,277.43,281.99,279.01,4153.0
USDT_BTC,1438992000,279.97,260.41,279.01,261.71,10196.4
USDT_BTC,1439078400,268.95,261.01,261.71,265.36,8992.5
USDT_BTC,1439164800,266.79,261.6,265.36,264.33,9762.3
USDT_BTC,1439251200,270.87,263.64,264.33,270.0,8309.4
USDT_BTC,1439337600,271.5,265.71,270.0,268.51,8958.1
USDT_BTC,1439424000,269.37,262.32,268.51,264.65,11012.7
USDT_BTC,1439510400,266.99,262.0,264.65,265.71,8078.5
USDT_BTC,1439596800,266.5,260.45,265.71,261.03,5325.6
USDT_BTC,1439683200,262.2,254.01,261.03,256.09,9784.8
USDT_BTC,1439769600,259.12,254.63,256.09,256.66,8544.6
USDT_BTC,1439856000,256.99,245.05,256.66,246.0,11560.0
USDT_BTC,1439942400,246.0,221.11,246.0,227.1,28563.8
USDT_BTC,1440028800,236.66,226.01,227.1,235.95,16008.5
USDT_BTC,1440115200,236.66,231.77,235.95,233.27,10039.9
USDT_BTC,1440201600,235.2,223.01,233.27,230.47,16002.9
USDT_BTC,1440288000,234.03,227.13,230.47,228.47,7473.2
USDT_BTC,1440374400,228.99,207.73,228.47,211.79,37272.7
USDT_BTC,1440460800,228.04,198.12,211.79,221.64,42103.7
USDT_BTC,1440547200,231.09,219.77,221.64,225.17,24502.8
USDT_BTC,1440633600,228.89,223.17,225.17,223.8,14442.7
USDT_BTC,1440720000,235.93,220.29,223.8,232.09,22724.2
USDT_BTC,1440806400,233.9,226.67,232.09,229.23,15403.8
USDT_BTC,1440892800,232.75,225.04,229.23,228.43,15797.3
USDT_BTC,1440979200,232.49,224.39,228.43,229.84,15220.0
USDT_BTC,1441065600,231.67,226.17,229.84,227.65,23816.3
USDT_BTC,1441152000,230.77,226.0,227.65,228.77,21569.5
USDT_BTC,1441238400,229.96,226.5,228.77,226.79,19714.6
USDT_BTC,1441324800,231.4,226.33,226.79,231.09,20890.7
USDT_BTC,1441411200,237.22,229.23,231.09,235.45,20028.2
USDT_BTC,1441497600,244.2,235.02,235.45,240.45,25523.3
USDT_BTC,1441584000,242.91,238.44,240.45,240.12,23160.7
USDT_BTC,1441670400,246.24,239.89,240.12,244.04,23713.9
USDT_BTC,1441756800,244.22,237.01,244.04,237.96,23263.1
USDT_BTC,1441843200,241.65,234.78,237.96,238.5,20541.1
USDT_BTC,1441929600,240.94,237.5,238.5,239.94,13813.0
USDT_BTC,1442016000,240.0,233.02,239.94,235.61,12452.6
USDT_BTC,1442102400,236.09,228.0,235.61,230.17,18652.7
USDT_BTC,1442188800,232.92,223.99,230.17,229.51,17592.9
USDT_BTC,1442275200,231.21,226.5,229.51,229.3,16362.5
USDT_BTC,1442361600,230.0,223.0,229.3,227.85,15080.6
USDT_BTC,1442448000,235.0,227.0,227.85,232.44,14590.3
USDT_BTC,1442534400,234.4,230.83,232.44,232.82,19329.1
USDT_BTC,1442620800,233.76,229.98,232.82,230.23,11239.6
USDT_BTC,1442707200,231.7,229.01,230.23,230.29,13163.4
USDT_BTC,1442793600,230.34,225.0,230.29,225.93,13979.6
USDT_BTC,1442880000,231.96,223.12,226.15,229.59,18901.1
USDT_BTC,1442966400,231.5,228.0,230.08,229.41,13541.0
USDT_BTC,1443052800,235.52,228.89,229.42,233.19,23959.7
USDT_BTC,1443139200,237.25,232.56,233.88,235.13,22472.0
USDT_BTC,1443225600,235.67,233.0,235.14,233.89,15034.0
USDT_BTC,1443312000,234.61,231.16,233.81,231.91,17283.8
USDT_BTC,1443398400,239.68,231.69,232.4,239.0,17516.8
USDT_BTC,1443484800,240.56,235.09,239.14,236.71,19556.7
USDT_BTC,1443571200,238.27,234.67,236.78,236.65,20602.4
USDT_BTC,1443657600,239.44,235.01,236.19,237.52,20053.8
USDT_BTC,1443744000,239.06,235.0,237.15,237.69,16889.4
USDT_BTC,1443830400,239.86,236.3,237.77,238.77,17807.2
USDT_BTC,1443916800,239.98,237.62,239.06,238.4,14937.7
USDT_BTC,1444003200,240.57,236.1,238.6,240.53,20080.1
USDT_BTC,1444089600,248.19,239.52,240.85,246.93,26660.1
USDT_BTC,1444176000,247.65,242.3,246.79,243.47,23728.8
USDT_BTC,1444262400,244.76,242.06,243.47,243.41,13785.9
USDT_BTC,1444348800,244.95,242.16,243.29,244.49,14078.4
USDT_BTC,1444435200,246.43,243.0,244.49,245.72,17279.4
USDT_BTC,1444521600,248.5,244.53,245.71,247.83,18945.0
USDT_BTC,1444608000,248.47,245.01,248.05,245.48,10507.1
USDT_BTC,1444694400,250.89,242.82,245.81,248.69,25785.9
USDT_BTC,1444780800,255.93,248.06,249.97,252.46,26881.1
USDT_BTC,1444867200,256.5,250.3,252.47,254.44,21895.6
USDT_BTC,1444953600,267.0,253.69,254.49,262.5,33657.6
USDT_BTC,1445040000,273.0,260.8,263.09,268.99,25102.0
USDT_BTC,1445126400,271.17,260.0,270.04,261.0,9651.5
USDT_BTC,1445212800,266.01,259.82,260.99,264.43,16353.6
USDT_BTC,1445299200,272.95,262.67,264.28,270.23,28660.5
USDT_BTC,1445385600,272.69,264.0,270.3,267.8,20286.1
USDT_BTC,1445472000,280.04,267.39,267.9,275.3,28004.6
USDT_BTC,1445558400,280.19,273.46,275.12,277.71,21426.7
USDT_BTC,1445644800,283.0,278.22,278.6,282.59,20060.5
USDT_BTC,1445731200,296.0,282.2,283.03,288.27,28720.7
USDT_BTC,1445817600,286.99,279.25,283.96,285.82,20790.4
USDT_BTC,1445904000,300.0,286.15,286.9,295.17,33675.2
USDT_BTC,1445990400,308.48,294.4,295.59,304.05,30679.4
USDT_BTC,1446076800,319.6,301.7,304.77,313.73,31657.3
USDT_BTC,1446163200,334.05,313.5,314.95,328.78,38136.6
USDT_BTC,1446249600,334.67,302.99,328.15,310.06,28649.0
USDT_BTC,1446336000,329.85,303.01,309.3,328.98,14020.6
USDT_BTC,1446422400,369.02,320.0,325.78,361.98,44128.1
USDT_BTC,1446508800,420.77,360.4,361.73,398.21,75165.2
USDT_BTC,1446595200,502.0,368.11,404.55,404.3,102836.9
USDT_BTC,1446681600,448.79,364.37,407.99,383.22,59345.7
USDT_BTC,1446768000,396.67,353.26,387.77,371.79,46753.8
USDT_BTC,1446854400,392.82,371.07,374.41,385.76,26232.3
USDT_BTC,1446940800,390.47,366.18,384.62,371.87,27164.7
USDT_BTC,1447027200,386.79,360.54,372.86,379.88,25175.7
USDT_BTC,1447113600,381.44,323.63,378.32,337.69,47566.8
USDT_BTC,1447200000,341.41,294.0,336.66,303.0,50855.9
USDT_BTC,1447286400,344.78,308.42,309.9,334.94,36439.1
USDT_BTC,1447372800,342.0,325.0,337.17,333.51,24269.3
USDT_BTC,1447459200,356.1,325.45,336.28,331.61,25224.6
USDT_BTC,1447545600,334.99,314.6,333.02,317.0,27063.9
USDT_BTC,1447632000,332.2,315.0,319.3,330.9,20088.9
USDT_BTC,1447718400,350.44,329.0,330.95,335.44,27389.8
USDT_BTC,1447804800,337.89,330.28,336.0,337.06,26870.0
USDT_BTC,1447891200,336.48,324.94,334.53,324.95,26672.9
USDT_BTC,1447977600,327.73,310.0,326.51,321.5,21066.5
USDT_BTC,1448064000,328.94,318.52,322.05,324.99,4924.8
USDT_BTC,1448150400,326.6,320.13,326.5,323.11,3922.9
USDT_BTC,1448236800,326.09,320.39,324.24,323.01,4998.5
USDT_BTC,1448323200,323.5,317.0,323.48,318.42,8504.7
USDT_BTC,1448409600,330.84,316.0,319.7,328.3,12219.7
USDT_BTC,1448496000,369.7,328.53,328.9,356.39,35559.2
USDT_BTC,1448582400,364.8,347.84,353.9,359.87,13114.6
USDT_BTC,1448668800,359.44,350.41,357.14,356.39,6228.0
USDT_BTC,1448755200,373.15,354.45,356.78,371.04,7667.1
USDT_BTC,1448841600,383.0,367.11,371.48,377.98,17776.9
USDT_BTC,1448928000,379.0,354.56,376.7,362.95,15389.6
USDT_BTC,1449014400,363.06,348.64,363.06,359.97,12043.4
USDT_BTC,1449100800,370.53,356.21,359.11,361.32,12110.5
USDT_BTC,1449187200,364.3,355.92,361.48,362.3,9924.2
USDT_BTC,1449273600,389.89,363.0,363.62,384.67,16356.4
USDT_BTC,1449360000,399.85,383.0,388.0,394.6,14206.1
USDT_BTC,1449446400,399.91,381.01,387.18,395.1,14778.3
USDT_BTC,1449532800,409.0,388.33,394.96,409.0,9656.3
USDT_BTC,1449619200,424.95,400.0,418.8,416.08,20835.1
USDT_BTC,1449705600,419.79,408.91,416.98,416.28,8304.8
USDT_BTC,1449792000,454.36,415.13,415.36,451.68,28322.4
USDT_BTC,1449878400,467.8,403.0,452.99,435.87,29628.9
USDT_BTC,1449964800,442.97,422.03,436.08,435.8,11227.1
USDT_BTC,1450051200,448.12,428.42,432.89,442.37,13155.9
USDT_BTC,1450137600,464.99,442.94,443.36,463.61,17598.6
USDT_BTC,1450224000,465.0,436.89,464.5,455.1,23311.2
USDT_BTC,1450310400,458.84,448.75,455.63,456.01,6551.5
USDT_BTC,1450396800,466.64,453.5,455.87,463.0,12837.8
USDT_BTC,1450483200,465.9,452.03,462.99,460.96,6710.6
USDT_BTC,1450569600,462.0,433.83,461.8,441.48,16556.9
USDT_BTC,1450656000,450.0,425.52,442.54,437.56,18774.3
USDT_BTC,1450742400,443.58,433.06,438.07,436.15,7980.1
USDT_BTC,1450828800,445.52,434.43,435.18,443.34,6926.8
USDT_BTC,1450915200,459.54,442.5,442.5,455.71,10117.4
USDT_BTC,1451001600,458.33,448.0,455.42,455.5,2866.0
USDT_BTC,1451088000,457.45,407.25,455.51,417.42,26407.7
USDT_BTC,1451174400,425.42,410.5,417.11,423.29,6833.9
USDT_BTC,1451260800,429.86,417.01,421.57,420.7,7435.0
USDT_BTC,1451347200,433.17,418.55,420.81,430.04,10134.5
USDT_BTC,1451433600,434.97,420.75,431.7,427.05,7637.4
USDT_BTC,1451520000,433.89,419.99,426.09,430.57,6585.1
USDT_BTC,1451606400,436.0,427.2,430.89,434.98,3735.6
USDT_BTC,1451692800,435.99,430.42,434.87,433.74,2908.3
USDT_BTC,1451779200,434.09,424.06,433.2,430.85,4504.5
USDT_BTC,1451865600,435.86,428.44,430.79,433.97,5700.1
USDT_BTC,1451952000,435.39,429.5,434.17,431.89,3862.3
USDT_BTC,1452038400,432.67,426.54,432.45,431.84,5326.6
USDT_BTC,1452124800,457.79,429.25,429.99,457.79,15940.7
USDT_BTC,1452211200,465.0,444.51,457.0,451.32,10258.7
USDT_BTC,1452297600,454.0,446.68,452.02,449.95,4330.0
USDT_BTC,1452384000,449.89,440.8,448.84,447.21,3987.3
USDT_BTC,1452470400,451.13,438.0,448.79,448.99,7902.8
USDT_BTC,1452556800,448.0,442.88,448.0,446.27,4096.2
